ComplaintID,Date,Time,Province,District,CustomerType,CustomerPlan,ComplaintChannel,ComplaintText,Language,Category,SubCategory,Priority,Severity,Department,Status,AssignedEngineer,Resolution,ResolutionHours,Escalated,DuplicateTicket,Sentiment,CustomerRating,NetworkTechnology,DeviceType,RouterBrand,EstimatedCost,AISummary
NTC-202605-003285,2026-05-29,20:16:30,Bagmati,Bhaktapur,Business,Corporate Dedicated 50Mbps,Call Center (198),"Heloo support team, Fiber ko main box line missing xa, power indicator nayi light baaldaina.",Nepali-English,ONT Offline,PON Light Out,High,High,Fiber Team,Resolved,Eng. Sita Adhikari,KYC documents manually verified in billing engine system and SIM profile activated.,9.04,False,False,Angry,2,FTTH,MiFi Dongle,TP-Link,1792.83,ONT optical terminal offline or unregistered.
NTC-202606-006464,2026-06-20,16:15:55,Lumbini,Banke,Government,GovNet Enterprise Fiber 100Mbps,SMS Alert,Phone ma WiFi disconnect bhai raakhchha room change garda.,Nepali-English,Weak WiFi,Room Obstruction,Low,Low,Internet Support,Resolved,Eng. Prakash Maharjan,Field team dispatched to site in Banke. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,32.24,False,False,Neutral,4,FTTH,MiFi Dongle,D-Link,84.12,Wi-Fi signal propagation issues inside customer premises.
NTC-202602-002515,2026-02-07,07:23:25,Bagmati,NuwaKot,Business,Corporate Dedicated 50Mbps,Social Media,Optic fiber cable snapped outside my building due to construction work. Total connection blackout.,English,Fiber Cut,Drop Wire Snapped,Critical,Critical,Fiber Team,Resolved,Eng. Prakash Maharjan,KYC documents manually verified in billing engine system and SIM profile activated.,3.28,True,False,Frustrated,3,Fiber,Fiber Media Converter,ZTE,6734.14,Physical fiber optic cable break identified; field repair dispatched.
NTC-202603-006146,2026-03-01,00:42:04,Lumbini,Arghakhanchi,Corporate,SLA Premium Fiber,SMS Alert,Latency to Singapore and India servers is extremely high today. Please fix ASAP.,English,High Ping,Gaming Latency Spike,Critical,Medium,Internet Support,Closed,Eng. Anish Karki,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,2.34,True,False,Angry,5,5G,Wi-Fi Router,N/A,4253.49,High latency/ping spikes affecting real-time network traffic.
NTC-202602-004386,2026-02-25,17:32:01,Bagmati,Kavrepalanchok,Business,BizFiber 150Mbps,Mobile App,REQUEST TO SHIFT FIBER OPTIC CONNECTION LOCATION TO NEW APARTMENT BUILDING NEARBY.,English,Others,Shift Connection Request,Low,Low,Customer Care,Resolved,Eng. Unassigned,KYC documents manually verified in billing engine system and SIM profile activated.,36.56,False,False,Happy,4,4G,Wi-Fi Router,N/A,301.02,General inquiry or non-technical support ticket.
NTC-202607-010958,2026-07-28,23:26:13,Koshi,Dhankuta,Corporate,Dedicated Internet 100Mbps,Mobile App,eSIM profile download bhayena. QR code invalid dekhaunchha.,Nepali-English,SIM Activation,eSIM QR Code Failure,Critical,Medium,Mobile Team,In Progress,Eng. Subash Giri,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,5G,4G CPE Router,N/A,5089.17,SIM card provisioning or KYC activation issue.
NTC-202602-004906,2026-02-21,23:49:53,Madhesh,Dhanusha,Business,Corporate Dedicated 50Mbps,Social Media,"NTC Support, Mobile banking ko OTP code aaudai aayena text message ma.",Nepali-English,SMS Failure,SMSC Center Error,Low,Low,Mobile Team,Escalated,Eng. Deepa Sharma,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,4G,4G CPE Router,N/A,405.49,Customer unable to send or receive SMS / OTP notifications.
NTC-202605-008733,2026-05-13,05:40:59,Koshi,Morang,Government,Secured Intranet SLA,Web Portal,Fiber wire broken on the main street pole near my home. Fiber link down completely. Solved this fast.,English,Fiber Cut,Road Expansion Damage,Critical,Critical,Fiber Team,Resolved,Eng. Sita Adhikari,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,3.11,True,False,Frustrated,5,Fiber,4G CPE Router,ZTE,1557.41,Physical fiber optic cable break identified; field repair dispatched.
NTC-202604-013029,2026-04-21,10:04:51,Gandaki,Syangja,Business,BizFiber 300Mbps,Counter Visit,"NTC Support, ONT box is dead and power adapter smells hot. Device completely unresponsive.",English,ONT Offline,PON Light Out,High,High,Fiber Team,Resolved,Eng. Unassigned,Recharge transaction re-processed manually via payment clearing system; customer account credited.,7.38,False,False,Frustrated,5,FTTH,MiFi Dongle,ZTE,587.63,ONT optical terminal offline or unregistered.
NTC-202604-014326,2026-04-28,21:47:51,Lumbini,Banke,Government,Secured Intranet SLA,Call Center (198),Problem report - My ONT router has a continuous blinking red light on LOS. Internet not working since morning.,English,LOS Red,Solid Red LOS Light,Critical,High,Fiber Team,Resolved,Eng. Deepa Sharma,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,1.76,True,False,Angry,4,Fiber,Fiber Media Converter,TP-Link,4239.1,Loss of Signal (LOS) detected on ONT device.
NTC-202607-005447,2026-07-29,14:28:43,Sudurpashchim,Dadeldhura,Government,GovNet Dedicated 50Mbps,Call Center (198),PACKAGE EXPIRE NABHAI KAN NAI SERVICE STATUS SUSPEND BHAYECHHA BILLING MA.,Nepali-English,Billing,Rental Overcharge,Low,Low,Billing,In Progress,Eng. Nabin Chaudhary,Pending investigation by assigned field team.,0.0,False,False,Neutral,,FTTH,Wi-Fi Router,Netgear,370.09,Billing discrepancy or customer account tariff dispute.
NTC-202607-009420,2026-07-09,04:55:24,Bagmati,Kathmandu,Corporate,Dedicated Internet 100Mbps,Counter Visit,RECHARGE COMPLETED SUCCESSFULLY IN WALLET APP BUT BALANCE STILL ZERO. PLEASE FIX ASAP.,English,Recharge Issue,eSewa / Khalti API Sync Fail,Critical,Medium,Billing,In Progress,Eng. Subash Giri,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,ADSL,Wi-Fi Router,Tenda,3977.96,Recharge/Top-up transaction success in payment portal but uncredited in billing Engine.
NTC-202605-003689,2026-05-20,21:04:39,Bagmati,Kathmandu,Residential,ADSL Standard,Mobile App,"Connection stable chaina, drop packets dherai dekhiyo router status ma. Please fix ASAP.",Nepali-English,Packet Loss,Interface Error Frames,Medium,Medium,Network Operations,Resolved,Eng. Bikash Thapa,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,15.3,False,False,Frustrated,2,FTTH,ONT Optical Router,ZTE,122.66,Significant packet drop detected on connection link.
NTC-202603-001396,2026-03-31,20:54:30,Lumbini,Rupandehi,Business,BizFiber 300Mbps,Counter Visit,Internet line arko manche ko naam ma transfer garna k k document chahinchha?,Nepali-English,Others,Shift Connection Request,Low,Low,Customer Care,Resolved,Eng. Unassigned,Field team dispatched to site in Rupandehi. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,28.0,False,False,Happy,5,4G,ONT Optical Router,N/A,41.24,General inquiry or non-technical support ticket.
NTC-202603-014740,2026-03-18,16:12:35,Gandaki,Lamjung,Corporate,SLA Premium Fiber,Social Media,"NTC Support, Packet loss bho dherai, cmd ma ping garda request timed out aauchha continuous. Waiting for reply.",Nepali-English,Packet Loss,Interface Error Frames,Critical,Medium,Network Operations,In Progress,Eng. Nabin Chaudhary,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,4G,Smartphone,N/A,7352.24,Significant packet drop detected on connection link.
NTC-202605-010872,2026-05-28,01:34:32,Bagmati,Chitwan,Residential,Fiber 50Mbps,Call Center (198),"Dear NTC, Video stream keeps pixelating due to high dropped packets on upstream link.",English,Packet Loss,Downstream Drops,Medium,Medium,Network Operations,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,4G,MiFi Dongle,N/A,202.13,Significant packet drop detected on connection link.
NTC-202605-005007,2026-05-10,18:28:48,Sudurpashchim,Kanchanpur,Residential,4G Unlimited Pack,Social Media,"Fiber ko main box line missing xa, power indicator nayi light baaldaina.",Nepali-English,ONT Offline,ONT Power Off,High,High,Fiber Team,Resolved,Eng. Nabin Chaudhary,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,16.25,False,False,Frustrated,3,FTTH,4G CPE Router,Nokia,1860.65,ONT optical terminal offline or unregistered.
NTC-202606-005358,2026-06-08,04:57:02,Koshi,Dhankuta,Business,BizFiber 300Mbps,Counter Visit,eSewa bata recharge gareko paisa katyo tara account ma balance credit bhayena.,Nepali-English,Recharge Issue,Scratch Card Invalid,Medium,Medium,Billing,Resolved,Eng. Subash Giri,Recharge transaction re-processed manually via payment clearing system; customer account credited.,42.28,False,False,Frustrated,3,FTTH,MiFi Dongle,Netgear,274.25,Recharge/Top-up transaction success in payment portal but uncredited in billing Engine.
NTC-202608-014920,2026-08-01,04:12:08,Gandaki,Tanahu,Government,Secured Intranet SLA,SMS Alert,BGP session peering dropped with primary ISP upstream gateway. Urgent response needed!,English,Enterprise,BGP Peering Down,Critical,High,Enterprise Support,In Progress,Eng. Subash Giri,Pending investigation by assigned field team.,0.0,True,False,Angry,,Fiber,ONT Optical Router,TP-Link,4057.94,Dedicated enterprise leased link outage reported with high SLA priority.
NTC-202602-007865,2026-02-18,17:38:39,Bagmati,Dhading,Residential,Fiber 100Mbps,SMS Alert,Complain: Router log ma PPPoE authentication failed bhanchha.,Nepali-English,Authentication,PPPoE Auth Invalid Password,High,High,Network Operations,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,FTTH,Wi-Fi Router,Tenda,1138.82,PPPoE or RADIUS AAA authentication rejection.
NTC-202607-005258,2026-07-09,04:28:59,Bagmati,Lalitpur,Residential,4G Unlimited Pack,Mobile App,"5GHZ WIFI SSID DISAPPEARED COMPLETELY, ONLY 2.4GHZ IS VISIBLE WITH WEAK SIGNAL.",English,Weak WiFi,2.4GHz Coverage Weak,Low,Low,Internet Support,Closed,Eng. Bikash Thapa,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,56.89,False,False,Happy,5,ADSL,Fiber Media Converter,Nokia,191.95,Wi-Fi signal propagation issues inside customer premises.
NTC-202603-005633,2026-03-06,23:32:08,Sudurpashchim,Achham,Residential,Fiber 50Mbps,Call Center (198),PPPoE authentication error 691 invalid username or password on WAN link.,English,Authentication,RADIUS Server Timeout,High,High,Network Operations,Resolved,Eng. Sunita Tamang,Field team dispatched to site in Achham. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,13.47,False,False,Frustrated,1,FTTH,ONT Optical Router,Tenda,668.18,PPPoE or RADIUS AAA authentication rejection.
NTC-202602-006806,2026-02-08,13:06:06,Sudurpashchim,Kailali,Residential,Fiber 100Mbps,SMS Alert,"FYI, Latency to Singapore and India servers is extremely high today.",English,High Ping,Packet Routing Delay,Medium,Medium,Internet Support,Resolved,Eng. Sunita Tamang,KYC documents manually verified in billing engine system and SIM profile activated.,18.55,False,False,Neutral,5,5G,Wi-Fi Router,N/A,108.23,High latency/ping spikes affecting real-time network traffic.
NTC-202603-009582,2026-03-06,10:43:42,Bagmati,Makwanpur,Government,GovNet Dedicated 50Mbps,Web Portal,"NTC SUPPORT, NAYA SIM LEKO 24 HOURS BHANDA BESI BHO TARA TOWER AAKAI CHAINA (NO SERVICE). PLEASE FIX ASAP.",Nepali-English,SIM Activation,MNP Porting Delay,Critical,Medium,Mobile Team,Resolved,Eng. Sunita Tamang,Recharge transaction re-processed manually via payment clearing system; customer account credited.,2.01,True,False,Angry,3,4G,MiFi Dongle,N/A,4540.32,SIM card provisioning or KYC activation issue.
NTC-202603-013833,2026-03-27,13:02:51,Madhesh,Siraha,Residential,Fiber 50Mbps,Counter Visit,Username password correct hunda pani log-in huna sakina optical connection ma.,Nepali-English,Authentication,MAC Binding Mismatch,High,High,Network Operations,In Progress,Eng. Prakash Maharjan,Pending investigation by assigned field team.,0.0,False,False,Angry,,FTTH,MiFi Dongle,ZTE,2499.72,PPPoE or RADIUS AAA authentication rejection.
NTC-202603-005435,2026-03-17,23:55:25,Bagmati,Kathmandu,Corporate,Dedicated Enterprise Fiber 1Gbps,Social Media,CALLS DROP AUTOMATICALLY WITHIN 10 SECONDS OF ANSWERING ON 4G VOLTE.,English,Voice Call,One-Way Audio,Critical,Medium,Mobile Team,Resolved,Eng. Sunita Tamang,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,4.54,True,False,Angry,3,4G,Smartphone,N/A,6419.2,Voice call quality degradation or call establishment failure.
NTC-202607-007417,2026-07-03,01:16:21,Koshi,Jhapa,Residential,Fiber 50Mbps,Counter Visit,Fiber wire broken on the main street pole near my home. Fiber link down completely. Solved this fast.,English,Fiber Cut,Road Expansion Damage,Critical,Critical,Fiber Team,Resolved,Eng. Prakash Maharjan,Recharge transaction re-processed manually via payment clearing system; customer account credited.,1.32,False,False,Frustrated,5,Fiber,Wi-Fi Router,ZTE,3442.12,Physical fiber optic cable break identified; field repair dispatched.
NTC-202605-010334,2026-05-20,13:44:17,Sudurpashchim,Kanchanpur,Business,BizFiber 150Mbps,Mobile App,"Dear NTC, SIM block bhayo, incoming ra outgoing kei chaldaena.",Nepali-English,SIM Blocked,Inactivity Suspension,Medium,High,Mobile Team,Resolved,Eng. Subash Giri,Field team dispatched to site in Kanchanpur. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,40.47,False,False,Neutral,4,5G,Smartphone,N/A,397.65,SIM line locked or blocked due to security/inactivity.
NTC-202605-008129,2026-05-24,02:43:50,Madhesh,Parsa,Residential,Fiber 50Mbps,Call Center (198),Package expire nabhai kan nai service status suspend bhayechha billing ma.,Nepali-English,Billing,Rental Overcharge,Low,Low,Billing,Resolved,Eng. Nabin Chaudhary,KYC documents manually verified in billing engine system and SIM profile activated.,52.84,False,False,Happy,5,FTTH,4G CPE Router,Netgear,382.15,Billing discrepancy or customer account tariff dispute.
NTC-202604-013232,2026-04-10,20:49:49,Madhesh,Rautahat,Government,GovNet Dedicated 50Mbps,Social Media,BELUKA DEKHI INTERNET CHALENA. OFFICE WORK COMPLETELY STUCK CHA.,Nepali-English,Internet Down,Core Gateway Unreachable,Critical,High,Internet Support,Resolved,Eng. Ramesh Shrestha,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,5.4,True,False,Frustrated,5,4G,Smartphone,N/A,7929.5,Total internet connectivity blackout reported by customer.
NTC-202602-005884,2026-02-27,11:28:15,Karnali,Surkhet,Corporate,Dedicated Enterprise Fiber 1Gbps,Call Center (198),Wi-Fi range is very weak outside the router room. Cannot connect from next room. Thanks.,English,Weak WiFi,2.4GHz Coverage Weak,Low,Low,Internet Support,Resolved,Eng. Anish Karki,Recharge transaction re-processed manually via payment clearing system; customer account credited.,66.09,False,False,Happy,4,ADSL,Wi-Fi Router,TP-Link,364.09,Wi-Fi signal propagation issues inside customer premises.
NTC-202607-009488,2026-07-25,05:06:01,Koshi,Ilam,Residential,Fiber 200Mbps,Social Media,Requesting official VAT tax invoice copy for tax filing purposes. Waiting for reply.,English,Billing,Incorrect Tariff Charged,Low,Low,Billing,Resolved,Eng. Ramesh Shrestha,KYC documents manually verified in billing engine system and SIM profile activated.,44.87,False,False,Happy,5,FTTH,MiFi Dongle,TP-Link,208.68,Billing discrepancy or customer account tariff dispute.
NTC-202607-003302,2026-07-20,05:59:36,Karnali,Salyan,Corporate,Dedicated Enterprise Fiber 1Gbps,Web Portal,Internet line arko manche ko naam ma transfer garna k k document chahinchha? Urgent response needed!,Nepali-English,Others,Shift Connection Request,Low,Low,Customer Care,In Progress,Eng. Prakash Maharjan,Pending investigation by assigned field team.,0.0,False,False,Neutral,,FTTH,Fiber Media Converter,D-Link,117.62,General inquiry or non-technical support ticket.
NTC-202606-012811,2026-06-28,23:51:58,Koshi,Udayapur,Residential,Fiber 100Mbps,Call Center (198),ping spikes continuously from 25ms up to 600ms every 30 seconds.,English,High Ping,International Gateway Jitter,Medium,Medium,Internet Support,Closed,Eng. Prakash Maharjan,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,22.21,False,False,Frustrated,1,5G,Fiber Media Converter,N/A,220.82,High latency/ping spikes affecting real-time network traffic.
NTC-202607-010285,2026-07-10,03:33:17,Madhesh,Sarlahi,Government,GovNet Dedicated 50Mbps,SMS Alert,Office ko main leased line fiber link down bho. Critical business impacted.,Nepali-English,Enterprise,Static IP Routing Drop,Critical,High,Enterprise Support,Resolved,Eng. Bikash Thapa,KYC documents manually verified in billing engine system and SIM profile activated.,2.09,False,False,Frustrated,5,Fiber,ONT Optical Router,Unknown/Generic,3641.87,Dedicated enterprise leased link outage reported with high SLA priority.
NTC-202603-010796,2026-03-22,01:48:03,Koshi,Dhankuta,Residential,Fiber 100Mbps,SMS Alert,CORPORATE DEDICATED LINK DOWN. IMMEDIATE FIELD ENGINEER DISPATCH REQUIRED AS PER SLA.,Nepali-English,Enterprise,SLA Violation Alert,High,High,Enterprise Support,Resolved,Eng. Sita Adhikari,Recharge transaction re-processed manually via payment clearing system; customer account credited.,12.66,False,False,Frustrated,1,Enterprise Ethernet,4G CPE Router,N/A,524.23,Dedicated enterprise leased link outage reported with high SLA priority.
